State,Month,<2.5kw,2.5kw-4.5kw,4.5kw-6.5kw,6.5kw-9.5kw,9.5kw-14kw,14kw-25kw,25kw-50kw,50kw-100kw,100kw-5MW,5MW-30MW,30+MW
WA,2011-01,46472,11557,4986,700,619,946,865,624,500,0,0
WA,2011-02,50935,13313,5606,737,724,1147,954,797,500,0,0
WA,2011-03,56303,16037,6463,775,863,1372,1127,797,500,0,0
WA,2011-04,61776,18637,7426,870,1022,1592,1457,945,500,0,0
WA,2011-05,70272,23795,9208,1001,1255,1874,1880,1366,1100,0,0
WA,2011-06,80967,31480,12392,1166,1692,2851,2636,2806,1100,0,0
WA,2011-07,85732,35075,13835,1205,1779,2959,2673,2861,1100,0,0
WA,2011-08,90299,40170,15869,1281,1999,3056,2893,2861,1100,0,0
WA,2011-09,94613,45142,18372,1418,2124,3205,3058,2861,1100,0,0
WA,2011-10,97169,46085,18671,1515,2225,3273,3148,2861,1100,0,0
WA,2011-11,99724,46943,19011,1622,2299,3290,3245,2861,1100,0,0
WA,2011-12,102262,47991,19450,1678,2321,3290,3302,2861,1100,0,0
WA,2012-01,104797,48881,19827,1678,2332,3305,3376,2861,1100,0,0
WA,2012-02,108873,50107,20477,1725,2362,3339,3376,2861,1390,0,0
WA,2012-03,113547,51668,21380,1836,2453,3356,3468,2861,1390,0,0
WA,2012-04,118457,53677,22334,1906,2616,3408,3498,2917,1390,0,0
WA,2012-05,125307,57109,24052,2259,2794,3561,3565,2917,1629,0,0
WA,2012-06,133322,62787,26266,2702,2960,3791,3861,3027,1629,0,0
WA,2012-07,137042,65693,27570,2765,3110,3955,3916,3027,1629,0,0
WA,2012-08,140211,68053,28651,2852,3235,4115,3946,3027,1629,0,49730
WA,2012-09,142650,69982,29560,2898,3310,4266,4132,3027,1629,0,49730
WA,2012-10,145442,72209,30564,2991,3392,4379,4253,3027,1629,0,49730
WA,2012-11,148117,74692,31530,3107,3485,4531,4526,3027,1629,0,49730
WA,2012-12,151519,78589,33434,3245,3645,4665,4706,3027,1629,0,49730
WA,2013-01,153566,80710,34490,3307,3793,4865,4989,3027,1629,0,49730
WA,2013-02,155419,83030,36002,3388,3844,5112,5419,3127,1629,0,49730
WA,2013-03,156768,85244,37390,3455,3906,5293,5909,3227,1629,0,49730
WA,2013-04,158278,87572,39199,3487,4105,5363,6222,3327,1629,0,49730
WA,2013-05,159849,89889,41131,3602,4235,5537,6547,3423,1629,0,49730
WA,2013-06,161136,92208,42892,3690,4352,5760,6831,3501,1629,0,49730
WA,2013-07,162260,94324,44779,3872,4467,5889,7142,3501,1629,0,49730
WA,2013-08,163143,96041,46323,3918,4537,5904,7488,3501,1629,0,49730
WA,2013-09,163974,97608,47781,3981,4579,5985,7840,3661,1629,0,49730
WA,2013-10,164990,99830,49640,4119,4659,6105,8464,3754,1629,0,49730
WA,2013-11,165953,101859,51463,4262,4811,6329,8779,3814,1629,0,49730
WA,2013-12,166810,103516,53276,4385,4873,6472,9253,3940,1729,0,49730
WA,2014-01,167804,105225,55145,4481,5006,6723,9752,4000,1729,0,49730
WA,2014-02,168892,107409,57589,4653,5147,6936,10223,4000,1829,0,49730
WA,2014-03,169781,109484,59992,4806,5270,7025,10727,4272,2229,0,49730
WA,2014-04,170613,111635,62500,4914,5388,7107,10948,4272,2379,0,49730
WA,2014-05,171517,114031,65556,5114,5488,7353,11383,4540,2379,0,49730
WA,2014-06,172253,116013,68314,5335,5631,7513,12350,4540,2779,0,49730
WA,2014-07,173072,118265,71217,5620,5787,7639,13138,4762,2879,0,49730
WA,2014-08,173997,121052,74434,5905,5936,7898,13838,4989,3179,0,49730
WA,2014-09,175116,123990,78216,6271,6195,8142,14638,5147,3179,0,49730
WA,2014-10,176219,127165,82278,6617,6425,8466,15344,5519,3279,0,49730
WA,2014-11,177044,129643,85750,6893,6613,8752,16448,5699,3569,0,49730
WA,2014-12,177747,132422,88739,7240,6866,9107,17188,6167,4069,0,49730
WA,2015-01,178517,134951,91245,7493,7055,9288,17699,6436,4457,0,49730
WA,2015-02,179292,137051,93596,7795,7208,9613,18432,6819,4457,0,49730
WA,2015-03,179999,139258,96270,8179,7337,9814,19081,6889,4457,0,49730
WA,2015-04,180624,141392,98571,8506,7561,10119,19624,7039,4457,0,49730
WA,2015-05,181215,143572,101613,8901,7813,10361,20250,7439,4557,0,49730
WA,2015-06,181789,145490,105014,9420,8007,10655,21006,7601,4757,0,49730
WA,2015-07,182505,147563,108707,9876,8307,11048,21642,7945,4957,0,49730
WA,2015-08,183061,149503,112168,10432,8555,11387,22131,8703,5357,0,49730
WA,2015-09,183537,151293,115522,10962,8797,11961,22799,9252,5357,0,49730
WA,2015-10,184111,153387,119537,11582,9018,12166,23795,9851,5656,0,49730
WA,2015-11,184629,155538,123381,12298,9313,12691,24591,9974,5656,0,49730
WA,2015-12,185072,157384,127433,12909,9568,13232,24832,10819,5856,0,49730
WA,2016-01,185557,159061,131246,13552,9852,13479,25325,11049,6006,0,49730
WA,2016-02,186204,161024,135692,14226,10114,13855,25927,11234,6006,0,49730
WA,2016-03,186715,162970,140274,14944,10437,14169,26824,11406,6006,0,49730
WA,2016-04,187218,165079,144390,15848,10799,14575,27431,11903,6006,10560,49730
WA,2016-05,187673,167232,148912,17113,11060,14828,28032,12318,6419,10560,49730
WA,2016-06,188080,169225,153128,18066,11371,15249,28789,13045,6419,10560,49730
WA,2016-07,188486,171266,157487,19303,11590,15592,29569,13407,6419,10560,49730
WA,2016-08,188831,173577,162242,20441,11897,15966,30704,13667,8170,10560,49730
WA,2016-09,189173,175998,167775,21635,12301,16447,31556,14410,8462,10560,49730
WA,2016-10,189486,178070,172998,22958,12662,16847,32522,15471,8462,10560,49730
WA,2016-11,189824,180574,179106,24623,13031,17319,33513,15924,8732,10560,49730
WA,2016-12,190209,182930,186147,26364,13572,17813,34946,17457,9194,10560,49730
WA,2017-01,190535,185160,192094,27815,13789,18087,35515,17905,9643,10560,49730
WA,2017-02,190871,187782,199492,29310,14176,18409,36252,18100,9795,10560,49730
WA,2017-03,191273,190658,208142,30948,14594,18779,37060,18573,9795,10560,49730
WA,2017-04,191520,192763,214235,32441,14927,19234,38364,19259,10250,10560,49730
WA,2017-05,191904,195393,221535,34342,15573,19872,39606,20788,10250,10560,49730
WA,2017-06,192361,198074,229461,35666,16265,20490,41058,22229,10823,10560,49730
WA,2017-07,192697,200532,237449,36783,16629,21049,42059,22787,11222,10560,49730
WA,2017-08,193056,203063,246424,38473,17114,21532,43041,23652,11421,10560,49730
WA,2017-09,193409,205303,253893,39969,17510,22041,44577,24219,11619,10560,49730
WA,2017-10,193672,207864,262512,41935,17822,22663,45780,25182,11943,10560,49730
WA,2017-11,193961,210191,271321,44465,18300,23311,46745,26657,12921,10560,49730
WA,2017-12,194238,212700,280008,47530,18890,24044,48899,29776,13071,10560,49730
WA,2018-01,194500,215211,287505,50445,19374,24797,49506,30566,13071,10560,49730
WA,2018-02,194785,217578,295050,53337,20027,25659,50684,31167,13071,10560,49730
WA,2018-03,195068,219879,301753,57041,20793,26312,52095,31786,13258,10560,49730
WA,2018-04,195343,221944,307814,60329,21301,27086,53490,32987,13458,10560,49730
WA,2018-05,195624,224187,313616,64917,22009,27835,54419,33949,13648,10560,49730
WA,2018-06,195848,226256,317609,70316,22821,28564,55619,34554,14237,10560,49730
WA,2018-07,196105,228549,322075,76674,23521,29169,56871,34830,14567,10560,49730
WA,2018-08,196295,230905,326862,83486,24288,29842,57664,35471,14818,10560,49730
WA,2018-09,196580,233311,330489,90965,24819,30390,58636,35955,16005,10560,49730
WA,2018-10,196916,235682,334874,100125,25456,31146,59889,36866,17231,10560,49730
WA,2018-11,197181,238142,339611,111091,26120,31856,61338,38511,18014,10560,49730
WA,2018-12,197352,240094,343731,121129,27147,32885,62942,41157,19016,10560,49730
WA,2019-01,197531,242449,347291,129361,27695,33281,63622,41456,20739,31740,49730
WA,2019-02,197719,244621,351436,138692,28247,33899,64418,42293,20930,43164,49730
WA,2019-03,197881,246772,355073,148159,28929,34407,65173,43262,20930,43164,49730
WA,2019-04,198012,248528,357999,157248,29356,34645,65803,43988,21129,43164,49730
WA,2019-05,198107,250552,361260,168732,29998,35048,66928,45168,21330,43164,49730
WA,2019-06,198213,252354,363710,177723,30551,35470,67974,46769,23232,43164,49730
WA,2019-07,198327,254127,366915,189577,30970,36027,68837,48294,23972,43164,49730
WA,2019-08,198476,255891,370182,201376,31697,36531,69943,48862,29216,43164,49730
WA,2019-09,198599,257585,373819,214530,32484,37336,70899,50140,29216,43164,49730
WA,2019-10,198705,259354,376966,228765,33279,38002,72235,51832,30719,43164,49730
WA,2019-11,198829,261453,380458,244217,34344,38492,73892,52853,33565,50882,49730
WA,2019-12,198888,262862,383717,261701,35408,39257,75668,57233,33918,50882,49730
WA,2020-01,198953,264377,386409,276161,36060,39664,76060,58290,35631,50882,49730
WA,2020-02,199017,265946,389187,292115,36821,40244,76914,59113,37742,50882,49730
WA,2020-03,199089,267610,392255,311148,37767,40795,78006,60101,38742,50882,49730
WA,2020-04,199162,269187,394838,326687,38762,41108,79074,60963,39342,50882,49730
WA,2020-05,199223,270454,396918,342601,39792,41650,80422,62099,39550,50882,49730
WA,2020-06,199276,271956,399094,360146,40855,42342,81632,63931,40450,50882,181695
WA,2020-07,199320,273537,401304,380477,41766,42817,82348,65257,41705,56979,181695
WA,2020-08,199385,274941,403351,400724,42836,43268,83435,66394,42669,56979,181695
WA,2020-09,199450,276304,405367,423775,43852,43968,84430,67295,46007,56979,181695
WA,2020-10,199506,277863,407573,449068,45175,44573,85535,67819,46007,56979,181695
WA,2020-11,199537,279384,409797,473413,46664,45102,86485,69430,46007,56979,181695
WA,2020-12,199554,280948,411868,497577,48774,46146,88377,71800,46607,56979,181695
WA,2021-01,199582,282261,413561,516594,49783,46435,88810,71975,46787,56979,181695
WA,2021-02,199604,283458,415272,537216,51099,46949,89602,72405,49680,56979,181695
WA,2021-03,199610,284303,416885,553735,52052,47167,89880,72405,49680,56979,181695
